信和自由广场,南山区,2室1厅1厨1卫,高楼层 (共24层),71.16㎡,塔楼,西北,精装,两梯六户,2019-11-30,2013-02-01,满五年,610万元,后海
广兴源圣拿威,宝安区,5室2厅1厨2卫,高楼层 (共31层),135㎡,板塔结合,南,精装,两梯四户,2019-11-29,2005-07-11,满五年,980万元,碧海
中海康城国际一期,龙岗区,3室2厅1厨1卫,中楼层 (共32层),87.1㎡,塔楼,西南,精装,四梯六户,2019-11-29,2011-04-07,满五年,360万元,大运新城
绿海名居,宝安区,3室2厅1厨1卫,中楼层 (共23层),97.05㎡,板塔结合,东南,简装,两梯四户,2019-11-29,2016-07-04,满两年,650万元,碧海
合正汇一城,宝安区,3室2厅1厨2卫,中楼层 (共29层),87.46㎡,塔楼,西北,简装,两梯四户,2019-11-29,2015-06-23,满两年,700万元,西乡
金地龙城中央一期,龙岗区,3室2厅1厨2卫,高楼层 (共19层),89.89㎡,板塔结合,东南,精装,两梯六户,2019-11-28,2015-09-28,满两年,363万元,龙岗中心城
御庭园,福田区,3室1厅1厨2卫,高楼层 (共18层),87.3㎡,板塔结合,北 东北,精装,两梯四户,2019-11-28,2012-08-14,满五年,600万元,皇岗
海岸明珠园,南山区,2室2厅1厨1卫,中楼层 (共11层),75.32㎡,塔楼,西,精装,一梯四户,2019-11-28,2011-06-28,满五年,756万元,南山中心
嘉洲华苑,福田区,2室2厅1厨1卫,中楼层 (共31层),66.76㎡,板塔结合,东南,精装,三梯八户,2019-11-28,2011-04-27,满五年,458万元,车公庙
中熙香缤山,宝安区,4室2厅1厨1卫,高楼层 (共32层),79.36㎡,板塔结合,东,精装,两梯五户,2019-11-27,2015-09-11,满两年,650万元,西乡
水晶之城,龙岗区,3室2厅1厨2卫,高楼层 (共6层),94.12㎡,板塔结合,南,精装,一梯四户,2019-11-27,2011-12-01,满五年,310万元,横岗
金海湾花园,福田区,3室1厅1厨2卫,中楼层 (共25层),118.84㎡,板塔结合,西南,精装,两梯三户,2019-11-27,2010-08-24,满五年,880万元,上下沙
美丽365花园,龙华区,3室2厅1厨2卫,低楼层 (共9层),98.98㎡,板楼,东南,精装,一梯四户,2019-11-28,2009-12-21,满五年,420万元,龙华中心
鼎太风华四期,南山区,3室2厅1厨2卫,低楼层 (共18层),116.71㎡,板楼,南 北,精装,两梯两户,2019-11-26,2005-04-09,满五年,1230万元,前海
喜福汇,龙岗区,3室2厅1厨2卫,中楼层 (共17层),81.05㎡,板塔结合,南,精装,两梯四户,2019-11-26,2015-06-11,满两年,329万元,龙岗中心城
星海名城五期,南山区,2室2厅1厨1卫,中楼层 (共32层),72.38㎡,塔楼,西,精装,三梯十三户,2019-07-19,2016-10-14,满两年,480万元,前海
横岗花半里雅筑,龙岗区,3室2厅1厨1卫,高楼层 (共25层),87.79㎡,塔楼,西北,精装,四梯八户,2018-09-21,2012-12-01,满五年,305万元,大运新城
沁芳名苑,罗湖区,2室1厅1厨1卫,低楼层 (共31层),77.09㎡,板塔结合,南,精装,三梯六户,2019-06-28,2015-06-08,满两年,555万元,黄贝岭
京基御景印象二期,坪山区,2室2厅1厨1卫,中楼层 (共33层),85㎡,板塔结合,南,精装,三梯六户,2018-09-13,2016-08-01,满两年,295万元,坪山
东方明珠城,龙岗区,2室1厅1厨1卫,低楼层 (共32层),73.01㎡,塔楼,西南,精装,三梯八户,2019-08-17,2013-03-05,满五年,283万元,龙岗中心城
名骏豪庭,罗湖区,2室2厅1厨1卫,高楼层 (共28层),68.85㎡,板塔结合,西南,精装,三梯十二户,2019-07-06,2011-01-13,满五年,345万元,莲塘
皇御苑四期,福田区,2室1厅1厨1卫,高楼层 (共30层),56.49㎡,板塔结合,北,精装,六梯二十户,2019-06-13,2017-01-25,满两年,370万元,皇岗
布吉中心广场,龙岗区,2室1厅1厨1卫,中楼层 (共22层),60.67㎡,板塔结合,东南,简装,六梯十八户,2019-05-02,2016-07-18,满两年,192万元,布吉街
御河堤,福田区,1室1厅1厨1卫,低楼层 (共33层),43.31㎡,塔楼,东,简装,三梯十九户,2019-04-21,2011-09-20,满五年,280万元,上步
桂芳园六期,龙岗区,3室2厅1厨2卫,高楼层 (共18层),107.85㎡,板塔结合,西南,精装,两梯五户,2019-03-09,2010-10-29,满五年,460万元,布吉大芬
THETOWN乐城,龙岗区,2室2厅1厨1卫,高楼层 (共33层),79㎡,塔楼,东南,精装,三梯六户,2019-03-06,2015-10-30,满两年,335万元,大运新城
缔梦园,福田区,1室1厅1厨1卫,低楼层 (共16层),40.25㎡,板塔结合,北,简装,两梯十五户,2019-02-24,2016-10-28,满两年,285万元,景田
金阳成,龙岗区,3室2厅1厨1卫,低楼层 (共19层),80.14㎡,板塔结合,东,精装,三梯十一户,2018-11-04,2013-07-11,满五年,216万元,坪地
缤纷时代家园,罗湖区,1室1厅1厨1卫,低楼层 (共32层),40.01㎡,板塔结合,西,简装,三梯十四户,2018-10-20,2005-05-19,满五年,290万元,螺岭
京基东方颐园,罗湖区,2室1厅1厨1卫,中楼层 (共33层),43㎡,塔楼,北,精装,四梯十八户,2018-09-29,2011-07-12,满五年,355万元,螺岭
新安湖花园,宝安区,2室2厅1厨1卫,高楼层 (共33层),81.33㎡,板塔结合,西北,精装,三梯八户,2018-08-21,1999-11-10,满五年,509万元,新安
宝华花园,宝安区,3室2厅1厨1卫,中楼层 (共7层),90.13㎡,板塔结合,西南,精装,一梯三户,2018-06-11,2015-12-25,满两年,420万元,翻身
振业峦山谷,龙岗区,2室2厅1厨1卫,低楼层 (共29层),58.58㎡,板塔结合,南,精装,三梯八户,2018-04-07,2013-11-27,满五年,185万元,龙岗宝荷
田心庆云花园,罗湖区,2室1厅1厨1卫,中楼层 (共28层),73.6㎡,板塔结合,南,简装,两梯八户,2018-03-25,2011-01-06,满五年,400万元,笋岗
中城康桥花园一期,龙岗区,2室2厅1厨1卫,高楼层 (共7层),76.7㎡,塔楼,东南,精装,一梯两户,2019-11-04,2006-05-25,满五年,280万元,丹竹头
西城品阁,宝安区,2室1厅1厨1卫,中楼层 (共8层),40.9㎡,塔楼,南,精装,四梯六十户,2019-08-30,2015-01-20,满两年,255万元,新安
四季御园,罗湖区,3室2厅1厨2卫,高楼层 (共44层),90.1㎡,板塔结合,南,简装,三梯七户,2019-11-25,2018-05-09,未满两年,550万元,莲塘
金地龙城中央二期,龙岗区,3室1厅1厨2卫,高楼层 (共33层),89.09㎡,塔楼,南,毛坯,两梯五户,2019-08-22,2016-03-14,满两年,360万元,龙岗中心城
保利悦都,龙华区,5室2厅1厨2卫,中楼层 (共27层),119.25㎡,板塔结合,南,毛坯,三梯五户,2019-07-16,2015-08-14,满两年,560万元,龙华中心
万科第五园三期,龙岗区,4室2厅1厨2卫,低楼层 (共23层),117.26㎡,塔楼,南,精装,一梯四户,2019-07-27,2009-08-21,满五年,510万元,坂田
合正中央原著,龙华区,3室2厅1厨2卫,中楼层 (共29层),88.14㎡,板塔结合,西南,毛坯,两梯三户,2019-04-12,2013-08-16,满五年,720万元,红山
鹏公馆,罗湖区,1室2厅1厨1卫,高楼层 (共29层),31㎡,板塔结合,东南,精装,四梯二十一户,2020-01-05,2018-03-27,未满两年,375万元,翠竹
长城盛世家园二期,福田区,2室2厅1厨1卫,中楼层 (共34层),73.36㎡,塔楼,西北,简装,三梯八户,2020-01-05,2020-01-05,未满两年,575万元,莲花
坪山招商花园城南区,坪山区,3室2厅1厨1卫,中楼层 (共32层),88.18㎡,板塔结合,南,精装,两梯四户,2019-12-12,2012-11-13,满五年,390万元,坪山
中信领航,宝安区,4室2厅1厨2卫,中楼层 (共28层),89.38㎡,板塔结合,南 北,精装,两梯四户,2019-12-11,2015-01-13,满两年,620万元,西乡
世濠大厦,罗湖区,2室1厅1厨1卫,低楼层 (共17层),42.39㎡,板塔结合,西北,简装,两梯三十五户,2019-12-11,2010-11-05,满五年,309万元,东门
富通V都会,宝安区,3室2厅1厨1卫,中楼层 (共11层),86.32㎡,板塔结合,北,精装,两梯四户,2019-12-11,2013-12-10,满五年,490万元,西乡
现代城梦想家园,南山区,1室1厅1厨1卫,低楼层 (共29层),42.77㎡,塔楼,北 东,简装,三梯八户,2019-12-11,2017-07-31,满两年,340万元,后海
金地梅陇镇二期,龙华区,4室2厅1厨2卫,低楼层 (共24层),111.73㎡,板塔结合,南 北,精装,两梯三户,2019-12-10,2012-05-16,满五年,650万元,龙华新区
春树里,南山区,2室2厅1厨1卫,中楼层 (共18层),67.06㎡,塔楼,北,简装,两梯六户,2019-12-10,2016-03-31,满两年,590万元,蛇口
畔山花园,罗湖区,3室1厅1厨1卫,中楼层 (共8层),88.96㎡,板楼,南,精装,一梯四户,2019-12-10,2013-04-01,满五年,395万元,莲塘
鸿隆世纪广场,罗湖区,3室1厅1厨1卫,中楼层 (共35层),97.5㎡,板塔结合,北,简装,四梯八户,2019-12-10,2017-03-24,满两年,440万元,地王
禾田世居,龙岗区,3室1厅1厨1卫,中楼层 (共11层),84.9㎡,塔楼,北,精装,一梯四户,2018-03-01,2000-11-05,满五年,310万元,龙岗中心城
龙华花半里花园,龙华区,3室1厅1厨1卫,高楼层 (共33层),78.83㎡,塔楼,东南,精装,两梯五户,2019-12-10,2012-05-23,满五年,398万元,龙华中心
御景湾,宝安区,5室2厅1厨2卫,中楼层 (共28层),129.25㎡,板塔结合,东南,精装,两梯四户,2019-12-10,2003-03-28,满五年,1150万元,宝安中心
中骏四季阳光二期,龙岗区,3室2厅1厨1卫,高楼层 (共31层),85.53㎡,暂无数据,西南,精装,两梯四户,2019-12-09,2015-08-06,满两年,282万元,坪地
光彩新世纪家园,南山区,1室1厅1厨1卫,中楼层 (共24层),48.09㎡,塔楼,南,精装,三梯七户,2019-12-10,2005-06-09,满五年,405万元,南山中心
西城丰和,宝安区,3室2厅1厨1卫,中楼层 (共33层),78.32㎡,塔楼,东北,精装,两梯五户,2019-12-09,2015-06-05,满两年,480万元,西乡
仁恒峦山美地,龙岗区,5室2厅1厨2卫,高楼层 (共32层),88.99㎡,板塔结合,南 北,精装,两梯五户,2019-12-09,2014-11-01,满五年,405万元,龙岗宝荷
庐峰翠苑,罗湖区,3室2厅1厨2卫,中楼层 (共16层),109.52㎡,板塔结合,西南,精装,两梯七户,2019-12-08,2015-06-18,满两年,720万元,黄贝岭
泰华锦绣城,宝安区,3室2厅1厨1卫,高楼层 (共13层),93.3㎡,板塔结合,东,精装,一梯四户,2019-12-08,2009-09-03,满五年,478万元,翻身
海岸明珠园,南山区,2室2厅1厨1卫,低楼层 (共18层),61.97㎡,塔楼,东北,精装,两梯四户,2019-12-08,2012-02-23,满五年,630万元,南山中心
锦绣江南四期,龙华区,3室2厅1厨1卫,高楼层 (共18层),88.1㎡,塔楼,南,简装,两梯四户,2019-12-09,2006-12-04,满五年,450万元,龙华新区
翔名苑,福田区,3室1厅1厨1卫,低楼层 (共11层),92.15㎡,板塔结合,东,精装,一梯四户,2019-11-18,2016-11-02,满两年,1038万元,香梅北
领翔华府,宝安区,3室1厅1厨2卫,高楼层 (共31层),88.5㎡,板塔结合,东南,精装,两梯四户,2019-11-17,2014-08-16,满五年,580万元,西乡
雅仕荔景苑,南山区,1室1厅1厨1卫,低楼层 (共31层),35.4㎡,塔楼,西南,精装,三梯八户,2019-11-17,2016-09-27,满两年,330万元,后海
西丽湖度假村,南山区,3室2厅1厨1卫,中楼层 (共7层),86.01㎡,板楼,南,简装,一梯两户,2019-11-18,1999-11-05,满五年,480万元,大学城
月亮湾花园,南山区,3室1厅1厨1卫,中楼层 (共8层),86㎡,板塔结合,东,简装,一梯三户,2019-11-17,2015-07-30,满两年,525万元,前海
塘朗雅苑,南山区,2室1厅1厨1卫,高楼层 (共12层),57.97㎡,塔楼,东,精装,两梯十二户,2019-11-16,2010-12-07,满五年,490万元,西丽
宝兴花园,宝安区,3室1厅1厨1卫,低楼层 (共8层),99.34㎡,板塔结合,东北,简装,一梯两户,2019-11-16,2001-03-06,满五年,450万元,西乡
锦荟PARK,龙岗区,3室2厅1厨1卫,高楼层 (共33层),83.14㎡,板塔结合,南,精装,两梯四户,2019-11-16,2016-04-03,满两年,370万元,横岗
长泰花园,福田区,3室1厅1厨2卫,低楼层 (共30层),108.47㎡,板塔结合,南,精装,三梯十一户,2019-11-16,2007-01-23,满五年,1300万元,百花
中兆花园,龙岗区,3室1厅1厨1卫,高楼层 (共8层),68.18㎡,板塔结合,西北,精装,一梯六户,2019-11-15,2002-01-09,满五年,255万元,布吉大芬
莱蒙水榭春天三期,龙华区,5室2厅1厨2卫,中楼层 (共33层),113.85㎡,塔楼,西北,精装,三梯六户,2019-11-15,2013-04-22,满五年,900万元,红山
名门世家,龙岗区,3室2厅1厨2卫,高楼层 (共15层),128.2㎡,塔楼,西北,简装,两梯六户,2019-11-15,2009-05-06,满五年,355万元,横岗
和亨中心广场,盐田区,3室2厅1厨1卫,高楼层 (共29层),75㎡,板塔结合,东南,简装,三梯八户,2019-11-15,2014-08-27,满五年,280万元,盐田港
中海怡美山庄,龙岗区,3室2厅1厨2卫,低楼层 (共6层),107.75㎡,板塔结合,东南,精装,一梯两户,2019-11-14,2006-03-30,满五年,390万元,横岗
新一代国际公寓,南山区,1室1厅1厨1卫,高楼层 (共31层),43.14㎡,塔楼,东南,精装,五梯二十九户,2019-11-13,2017-03-14,满两年,340万元,后海
徽王府,龙岗区,3室1厅1厨1卫,中楼层 (共18层),78.39㎡,板楼,南,精装,两梯四户,2019-11-13,2016-06-24,满两年,310万元,龙岗中心城
龙华花半里花园,龙华区,3室2厅1厨1卫,低楼层 (共33层),85.94㎡,塔楼,西南,精装,四梯八户,2019-11-13,2016-01-07,满两年,390万元,龙华中心
碧海富通城三期,宝安区,3室2厅1厨2卫,低楼层 (共32层),111.73㎡,塔楼,南 北,简装,两梯四户,2019-11-12,2008-07-25,满五年,790万元,碧海
和平广场,罗湖区,3室1厅1厨2卫,高楼层 (共34层),83.54㎡,板塔结合,西南,精装,两梯八户,2019-11-12,2016-10-14,满两年,465万元,地王
绿洲丰和,福田区,1室1厅1厨1卫,低楼层 (共30层),41.82㎡,板塔结合,东南,简装,三梯十二户,2019-11-11,2015-05-25,满两年,420万元,石厦
水晶之城,龙岗区,4室2厅1厨1卫,中楼层 (共6层),93.6㎡,板塔结合,东北,精装,一梯四户,2019-11-11,2009-05-25,满五年,305万元,横岗
雅云轩,福田区,3室2厅1厨2卫,低楼层 (共29层),130.51㎡,板塔结合,东南,精装,三梯八户,2019-11-11,2016-03-21,满两年,1020万元,石厦
学府花园,南山区,2室2厅1厨1卫,低楼层 (共17层),77.69㎡,板塔结合,南,精装,两梯八户,2019-11-10,2009-05-04,满五年,610万元,南山中心
祥云天都世纪大厦,福田区,2室1厅1厨1卫,中楼层 (共32层),71.17㎡,板塔结合,南,精装,三梯十六户,2019-11-09,2016-01-11,满两年,485万元,新洲
弘雅花园第二期,宝安区,2室1厅1厨1卫,中楼层 (共7层),76.5㎡,板塔结合,西南,简装,一梯两户,2019-11-09,2011-03-09,满五年,400万元,新安
梅林一村一区,福田区,3室2厅1厨1卫,低楼层 (共18层),88.79㎡,板塔结合,东南 南,精装,两梯八户,2019-11-08,2012-07-03,满五年,730万元,梅林
海境界家园一期,南山区,4室2厅1厨3卫,高楼层 (共34层),88.94㎡,板塔结合,南,精装,两梯八户,2019-12-08,2014-02-26,满五年,1150万元,蛇口
康桥紫郡,龙岗区,3室2厅1厨2卫,低楼层 (共18层),98㎡,板塔结合,南,精装,两梯四户,2019-12-08,2017-12-28,满两年,395万元,丹竹头
韵动家园,福田区,3室2厅1厨1卫,中楼层 (共29层),89.23㎡,塔楼,南,精装,四梯九户,2019-12-08,2010-08-24,满五年,580万元,新洲
劲力城市明珠,龙华区,3室2厅1厨1卫,高楼层 (共22层),75.13㎡,板塔结合,南,精装,两梯六户,2019-12-07,2009-12-14,满五年,380万元,龙华中心
海心汇福园,龙岗区,3室1厅1厨2卫,高楼层 (共30层),87.9㎡,板塔结合,东南,精装,三梯六户,2019-12-07,2015-09-16,满两年,388万元,布吉街
盛世鹏程,福田区,3室1厅1厨1卫,高楼层 (共32层),95.11㎡,板塔结合,西南,精装,两梯四户,2019-12-07,2006-07-25,满五年,880万元,八卦岭
前海明珠,南山区,3室2厅1厨1卫,低楼层 (共18层),85㎡,塔楼,东南,精装,两梯十一户,2019-12-06,2009-10-10,满五年,580万元,前海
永恒怡馨苑,宝安区,3室2厅1厨2卫,高楼层 (共8层),106.39㎡,板塔结合,东南,精装,一梯两户,2019-12-06,2015-07-20,满两年,435万元,福永
桃源村三期,南山区,2室1厅1厨1卫,高楼层 (共35层),72.71㎡,塔楼,南,简装,三梯八户,2019-12-06,2015-12-22,满两年,525万元,西丽
英伦名苑三期,南山区,2室1厅1厨1卫,低楼层 (共14层),75.57㎡,板楼,南,简装,两梯三户,2019-12-06,2006-08-21,满五年,950万元,科技园
学府花园,南山区,2室1厅1厨1卫,低楼层 (共17层),81.85㎡,板塔结合,南,精装,两梯八户,2019-12-06,2018-01-12,满两年,668万元,南山中心
博伦花园,福田区,3室2厅1厨2卫,低楼层 (共9层),93.41㎡,板塔结合,南,精装,一梯两户,2019-12-06,2012-10-30,满五年,740万元,石厦
星海名城一期三组团,南山区,4室1厅1厨2卫,低楼层 (共9层),120.11㎡,板塔结合,南,精装,一梯两户,2019-12-06,2002-05-23,满五年,880万元,前海
鸿荣源尚峰,龙岗区,3室2厅1厨1卫,中楼层 (共32层),71.92㎡,塔楼,南,精装,两梯六户,2019-12-06,2017-10-24,满两年,470万元,布吉石芽岭
中海日辉台,龙岗区,3室1厅1厨2卫,高楼层 (共11层),88.51㎡,板塔结合,南,精装,一梯三户,2019-12-06,2011-06-28,满五年,460万元,坂田
THETOWN乐城,龙岗区,3室2厅1厨2卫,中楼层 (共33层),88.16㎡,板塔结合,西南,精装,三梯五户,2019-12-06,2014-06-15,满五年,425万元,大运新城
锦明花园,宝安区,3室2厅1厨2卫,低楼层 (共11层),114.43㎡,板塔结合,西南,精装,两梯四户,2019-12-05,2008-12-28,满五年,720万元,西乡
中信红树湾北区,南山区,1室1厅1厨1卫,中楼层 (共28层),48.97㎡,塔楼,西北,精装,四梯十七户,2019-12-05,2009-07-21,满五年,470万元,红树湾
福中福花园一期,宝安区,2室2厅1厨1卫,中楼层 (共8层),78.68㎡,板楼,东南,简装,一梯两户,2019-12-05,2014-04-09,满五年,450万元,西乡
潜龙花园,龙华区,2室2厅1厨1卫,高楼层 (共8层),74.56㎡,板楼,东南 南,简装,一梯两户,2019-12-05,2005-12-09,满五年,340万元,民治
梧桐山新居,罗湖区,2室1厅1厨1卫,中楼层 (共6层),64㎡,板楼,南,精装,一梯两户,2019-12-04,2015-01-06,满五年,338万元,莲塘
全盛紫云庭,龙岗区,4室2厅1厨2卫,中楼层 (共32层),126.19㎡,板塔结合,南,精装,三梯四户,2019-12-04,2016-03-16,满两年,545万元,龙岗中心城
旭仕达名苑,宝安区,2室1厅1厨1卫,中楼层 (共17层),78.68㎡,塔楼,西北,精装,两梯八户,2019-12-04,2015-05-19,满两年,439万元,新安
泛海拉菲花园二期,南山区,4室2厅1厨2卫,高楼层 (共15层),144.72㎡,塔楼,东南,精装,两梯五户,2019-12-04,2012-12-19,满五年,1350万元,前海
信义荔山公馆,龙岗区,3室1厅1厨2卫,中楼层 (共27层),88.21㎡,板塔结合,西南,精装,三梯五户,2019-12-04,2011-03-02,满五年,520万元,布吉关
云顶翠峰,福田区,3室1厅1厨2卫,低楼层 (共31层),124.69㎡,板塔结合,东南,精装,两梯三户,2019-12-04,2007-05-20,满五年,950万元,皇岗
塘朗雅苑,南山区,2室2厅1厨1卫,高楼层 (共12层),49.51㎡,塔楼,南,精装,两梯十二户,2019-12-04,2012-07-23,满五年,468万元,西丽
环岛丽园,罗湖区,3室2厅1厨1卫,高楼层 (共33层),77.51㎡,塔楼,北,简装,三梯九户,2018-09-03,2003-04-30,满五年,568万元,螺岭
岸上林居,龙岗区,4室2厅1厨2卫,中楼层 (共33层),100.8㎡,塔楼,南,精装,三梯四户,2018-09-21,2015-08-26,满两年,370万元,龙岗中心城
水晶之城,龙岗区,3室2厅1厨1卫,中楼层 (共6层),75.03㎡,板塔结合,东南 西南,精装,一梯两户,2018-08-14,2005-07-21,满五年,266万元,横岗
东华大厦,福田区,3室2厅1厨1卫,低楼层 (共24层),95.6㎡,塔楼,西南,精装,两梯八户,2018-05-14,2012-09-14,满五年,530万元,福田中心
海晖大厦,南山区,2室1厅1厨1卫,低楼层 (共33层),75.36㎡,板塔结合,西北,简装,三梯八户,2018-04-06,2005-05-20,满五年,450万元,后海
健君园,福田区,3室2厅1厨1卫,高楼层 (共9层),81.14㎡,板塔结合,南,精装,一梯四户,2018-07-01,2010-03-09,满五年,526万元,梅林
上百间,龙岗区,3室2厅1厨1卫,中楼层 (共11层),88.19㎡,板塔结合,东南,精装,一梯两户,2018-03-10,2012-03-30,满五年,280万元,大运新城
富怡雅居,福田区,4室2厅1厨2卫,低楼层 (共12层),147.28㎡,板塔结合,南 北,简装,两梯四户,2017-12-26,2010-06-02,满五年,1350万元,华强北
联美新天地,龙岗区,3室2厅1厨2卫,高楼层 (共24层),89.48㎡,板塔结合,西南,精装,两梯四户,2017-10-27,2015-12-29,满两年,410万元,布吉南岭
兴达华府,宝安区,2室2厅1厨1卫,低楼层 (共29层),52.53㎡,板塔结合,南,精装,三梯二十二户,2019-12-28,2014-11-07,满五年,340万元,西乡
碧湖花园,罗湖区,3室2厅1厨1卫,高楼层 (共33层),91.44㎡,塔楼,西北,精装,三梯八户,2019-12-10,1994-03-20,满五年,405万元,洪湖
信义锦绣花园,龙岗区,3室2厅1厨2卫,高楼层 (共11层),94.06㎡,板塔结合,西北,简装,一梯六户,2018-03-31,2014-12-05,满五年,358万元,横岗
第五大道高发西岸花园一期,宝安区,6室3厅1厨5卫,高楼层 (共29层),172.28㎡,板塔结合,南,精装,两梯四户,2019-12-15,2015-06-29,满两年,1600万元,宝安中心
城市假日花园,南山区,3室2厅1厨2卫,低楼层 (共18层),122.94㎡,塔楼,南 北,简装,两梯三户,2019-12-08,2004-06-25,满五年,860万元,西丽
祥云天都世纪大厦,福田区,3室2厅1厨1卫,中楼层 (共32层),95.81㎡,板塔结合,东南,简装,四梯十六户,2019-11-26,2007-09-07,满五年,550万元,新洲
众冠西郡园,南山区,3室2厅1厨2卫,中楼层 (共11层),118.26㎡,塔楼,南,简装,一梯四户,2019-12-01,2013-05-31,满五年,710万元,西丽
幸福城三期,龙华区,5室2厅1厨2卫,低楼层 (共33层),145㎡,板塔结合,西南,毛坯,三梯四户,2019-12-10,2014-02-14,满五年,750万元,龙华中心
鸿荣源·尚峻,龙华区,4室2厅1厨2卫,低楼层 (共47层),120.11㎡,板塔结合,南 北,毛坯,两梯十户,2019-11-21,2017-11-13,满两年,900万元,上塘
华侨城四海云亭,宝安区,4室2厅1厨2卫,中楼层 (共33层),129.01㎡,塔楼,南,精装,两梯十户,2019-11-22,2017-08-27,满两年,580万元,沙井
熙璟城,龙岗区,2室2厅1厨1卫,中楼层 (共31层),73.95㎡,板塔结合,西北,精装,两梯六户,2019-11-05,2015-08-19,满两年,298万元,平湖
锦绣花园二期,南山区,4室1厅1厨3卫,低楼层 (共33层),193.89㎡,板塔结合,西南,简装,三梯六户,2019-11-05,2010-11-03,满五年,1480万元,华侨城
佳华新村,宝安区,4室2厅1厨2卫,中楼层 (共11层),155.15㎡,板塔结合,东南,简装,一梯两户,2019-10-30,2017-08-23,满两年,740万元,西乡
海境界家园一期,南山区,4室2厅1厨3卫,低楼层 (共34层),88.94㎡,板塔结合,南,精装,两梯八户,2019-10-28,2014-02-24,满五年,1150万元,蛇口
宝珠花园,南山区,3室2厅1厨2卫,中楼层 (共11层),101.61㎡,塔楼,北,简装,一梯四户,2019-11-02,2009-08-06,满五年,700万元,西丽
平吉上苑,龙岗区,3室2厅1厨1卫,高楼层 (共31层),83.95㎡,板塔结合,东南,毛坯,三梯六户,2019-10-19,2017-06-05,满两年,345万元,平湖
万科翰邻城,龙岗区,5室2厅1厨2卫,低楼层 (共32层),145.46㎡,塔楼,南 北,精装,两梯三户,2019-10-26,2014-08-28,满五年,725万元,龙岗中心城
万科九龙山,龙华区,3室2厅1厨2卫,中楼层 (共33层),87.98㎡,板塔结合,南,精装,两梯五户,2019-09-29,2016-02-08,满两年,430万元,观澜
岭下花园,宝安区,3室2厅1厨1卫,中楼层 (共7层),90.2㎡,板塔结合,东南,精装,一梯两户,2019-10-15,2008-11-22,满五年,410万元,新安
招商名仕花园,南山区,3室2厅1厨2卫,中楼层 (共7层),106.36㎡,板楼,南 北,简装,一梯两户,2019-12-19,2015-04-13,满两年,880万元,后海
麒麟花园B区,南山区,3室1厅1厨1卫,中楼层 (共6层),97.3㎡,板楼,南,精装,一梯两户,2019-12-19,2017-11-12,满两年,925万元,南头
金城华庭,罗湖区,3室1厅1厨2卫,低楼层 (共24层),78.51㎡,塔楼,南,精装,两梯七户,2019-12-19,2013-07-12,满五年,590万元,螺岭
幸福城三期,龙华区,4室1厅1厨2卫,高楼层 (共33层),128.98㎡,板塔结合,东南,精装,三梯四户,2019-12-19,2014-03-28,满五年,720万元,龙华中心
海境界家园一期,南山区,3室1厅1厨1卫,中楼层 (共32层),86.22㎡,塔楼,南,简装,两梯五户,2019-12-19,2013-12-10,满五年,1050万元,蛇口
金海华府,宝安区,3室2厅1厨2卫,低楼层 (共31层),101.88㎡,板塔结合,南,精装,三梯六户,2019-12-19,2015-07-29,满两年,680万元,西乡
碧海富通城二期,宝安区,3室2厅1厨2卫,高楼层 (共11层),99.39㎡,板塔结合,西北,简装,两梯四户,2019-12-18,2006-08-28,满五年,680万元,碧海
宣嘉华庭,福田区,3室1厅1厨2卫,高楼层 (共31层),100.21㎡,板塔结合,东南,精装,三梯八户,2019-12-18,2015-10-16,满两年,620万元,皇岗
金域豪庭,宝安区,3室2厅1厨1卫,高楼层 (共13层),86.63㎡,板塔结合,南,精装,两梯六户,2019-12-18,2013-10-10,满五年,542万元,福永
金港华庭,宝安区,3室1厅1厨1卫,高楼层 (共31层),86.87㎡,板塔结合,东北,精装,三梯十户,2019-12-18,2010-01-20,满五年,550万元,西乡
富源商贸中心,宝安区,3室2厅0厨1卫,中楼层 (共26层),113.92㎡,板塔结合,西北,精装,三梯四户,2019-12-17,2013-01-30,满五年,635万元,翻身
福永花苑,宝安区,3室2厅1厨1卫,中楼层 (共8层),84.08㎡,板楼,西南,精装,一梯六户,2019-12-17,2010-11-17,满五年,350万元,福永
中粮锦云,宝安区,3室2厅1厨2卫,中楼层 (共31层),84.03㎡,板塔结合,南,精装,两梯五户,2019-12-18,2012-10-24,满五年,635万元,西乡
丽景城,宝安区,3室2厅1厨2卫,中楼层 (共25层),101.19㎡,塔楼,南,简装,两梯五户,2019-12-17,2016-02-23,满两年,630万元,西乡
花语岸,龙岗区,4室2厅1厨2卫,高楼层 (共30层),127.19㎡,板塔结合,东南,精装,两梯四户,2019-12-17,2012-06-15,满五年,530万元,布吉街
中城康桥花园二期,龙岗区,3室2厅1厨2卫,低楼层 (共6层),88.6㎡,板塔结合,南 北,精装,一梯两户,2019-12-17,2014-02-18,满五年,359万元,丹竹头
莲花北村,福田区,3室2厅1厨1卫,低楼层 (共28层),84.29㎡,板塔结合,东北,简装,三梯八户,2019-12-17,2007-05-29,满五年,560万元,莲花
帝景峰,龙岗区,3室2厅1厨1卫,中楼层 (共35层),72.53㎡,板塔结合,西南,精装,三梯十一户,2019-12-17,2015-01-05,满五年,270万元,布吉大芬
振业梅苑,福田区,3室2厅1厨1卫,中楼层 (共8层),74.89㎡,板楼,南 北,简装,一梯两户,2019-12-17,2012-08-03,满五年,450万元,梅林
